:START_ID(Author);:END_ID(Articles)
Jules-Raymond Tapamo;7095
Maryam Hafeez;6
Nadir Shah;13457
Jose M. Catalan;8801
Hao-bin Jiang;17135
P. Zhuang;15796
Alberto Luviano-Juárez;6264
Gunhee Han;17514
Andrew Y. T. Leung;135
Wyatt Smith;6178
Xubo Liu;13417
Wojciech Skierucha;15382
Felipe Espinosa;3118
Keqiang Li;19268
Ekmel Özbay;16631
Zain Anwar Ali;1919
Calogero Cristodaro;11995
Walid Hfaiedh;10342
Dolores Blanco;7288
Binxuan Xu;12856
Max Q.-H. Meng;18889
Lingzhu Zhou;16218
Nicola D&apos;Ascenzo;6725
Zhihua Feng;1637
Eileen Chih-Ying Yang;7139
Oihane Kamara Esteban;5991
Patrick Henkel;564
Vincenzo Loia;2130
Sang-Hwa Chung;6034
Tatjana Sidekerskiene;5259
Joseph Bailey;15335
Ying He 0011;13221
W. Fish;692
Chongyan Gu;10344
Giorgos Dimitrakopoulos;18049
Said R. Grace;13066
Xin Yao 0002;131
Chikamune Wada;1562
Kjeld Jensen;1568
Pedro V. Baptista;16361
Haibo Ji;614
Zheng-Mao Wu;12531
Elham Pazouki;11904
Per Zetterberg;8712
Zhiguo Gui;7606
Lishan Liu;17973
Serdar Kadam;18507
Daniel Rüschen;12500
Zohreh Rajabi;19021
Pascal Vasseur;15580
Geunbae Lim;3515
Shifei Liu;15436
Xianming Lang;19145
Rui L. Aguiar;11536
Youngwoo Kim;14701
Osama H. Arif;13985
Qianlan Ying;3805
Ammar H. Ali;8514
Manuel Domínguez Pumar;10666
Luiz Fernando Ferreira Gomes de Assis;17478
Angelo Quattrini;7692
Noriya Izu;17712
Haiwen Yuan;18799
Moeen Hassanalieragh;12007
Gyanendra Prasad Joshi;5130
Brian B. Johnson;2218
S. Ebrahim Safavi;4349
Kalyan Goswami;14820
K. A. Mamun;54
Qiang Cheng;19563
Shih-Lin Wu;17011
Zhongsheng Chen;16600
Hyun-Chul Park;8977
Mingquan Zhang;7965
Maurice Khabbaz;7678
Jinqi Zhao;5242
Redha Sadoun;16072
Affan Abbasi;9084
Chuyen T. Nguyen;1508
Arun Ross;3401
Weizhong Dai;12230
Omar Tayan;1280
Yangjun Wang;12685
María-Emilia Cambronero;7544
Carlos Miguel Giraldo;16796
Qijie Cai;1028
Berk Gonenc;1041
Alessandro Biason;12753
Feng Hong;6610
Ye Jiang;7496
Alexandre R. Brunet;9881
Cheng Qin;10195
Mustafa Yavuz;16945
Sheila Estrada-Allis;18864
Haibo Ye;15103
Lv Yang;13617
Oveis Abedinia;12305
Chun Jia;6001
Larry Silverberg;11141
Xiujuan Lei;12103
Wenli Yao;10322
Jinsong Gui;13473
Manli Zhu;11565
Peter H. Veltink;11485
Wen-I Wu;16921
Wim Desmet;9568
Yibin Ying;12734
Klaus Mueller;13458
Lei Wang;12235
Dushan Boroyevich;4064
Muayad Kod;7452
Piotr Sawicki;5464
David A. Stenger;16780
Salmiah Ahmad;10138
Vitezslav Stranak;3664
Rende Zhao;13811
Shaowu Pan;534
Feng Liang;16500
Selahattin Kosunalp;5672
Yujun Cheng;958
Roberto Filippo;5012
Bin Gao 0003;14659
Heechai Kang;2972
José A. R. Vargas;19903
Leijian Yu;19706
Chun-Ming Tang;13693
Luiz Carlos Gomes de Freitas;8683
Ee-Seul Kang;2964
Quan Chen 0003;5792
Rasheed Hussain;9963
Rodrigo A. Ramos;19773
Manal A. Alaamery;4668
Chunming Tu;19534
Kuoye Han;15029
Marcel Bouvet;7598
Xianchen Bai;7663
Pan Li 0001;8169
Luca Foschini;10726
Seyed Milad Tayebi;5926
Javier Villegas-Nunez;969
Eduardo Arias;12513
Juan Aznar-Poveda;2604
Yung-Hua Kao;5183
Evans Owusu;2579
Yi-Chung Chen;10100
Ho-Sung Kim;13519
Yugang Niu;9082
Oliver Salazar Celis;8668
Jaehwan Lee;19452
Dirk Van Haerenborgh;12329
Fusheng Wang;19848
Antonio Valdovinos;3962
Mikhail S. Derevyanko;19373
Min Feng;4789
Rongfang Bie;18380
Felix Barreras;2882
Mino Kim;15859
Masato Nakai;7743
David Hynek;10033
Byung-Sung Kim;15439
Dongsung Lee;19125
Zijia Huang;3719
Amedeo Andreotti;2839
David R. Cave;3756
Xu Liu 0005;251
Kahori Kita;8916
Rongrong Wen;14631
Suyong Yeon;13817
Eslí Vázquez;4846
Simeng Feng;8194
Te-Chun Hung;19859
Fariborz Musavi;6296
Wenda Bi;8940
Andrey Zubarev;6562
Haris Sheh Zad;8657
Jiwan Seo;16355
Shazeeda Shazeeda;5059
Xiangzhi Bai;13997
Daniel Tormo;8291
Carolina Filizzola;7319
B. T. Bristoll;11572
Hsin-Hung Liao;11545
Ivan R. S. Gregori;13689
Adela-Maria Rus;5844
Dihao Ai;15973
Bo Jin 0001;18359
Amr Mohamed;13964
Jasmine Banks;15591
Thomas Jacobsen;424
Conrad D. James;16148
William Hoiles;842
Giho Jang;7060
Seibum Choi;6737
Grace C. Young;14406
Doris Cáliz;9126
Jian Ping Xu;13718
Pradeep Lall;15728
Manuela González;9990
Xiubin Zhao;147
Benoit Guiffard;1999
Islam Safak Bayram;6587
Xuewen Liao;10727
Joshua A. Hagen;10364
R. Khoshsiar Ghaziani;18946
Amit Kumar Bedaka;15955
Shouwan Gao;519
Hang Zhang;11852
Dianbo Fu;12277
Johannes Srajer;13218
David Ariza-Ruiz;2385
Dalton de A. Honorio;5815
Francisco Manuel Melgarejo-Meseguer;5634
Ayman S. Abdel-Khalik;8733
Alain Bruère;13070
Mohamed-Chaker Larabi;3153
Victoria Gámiz-López;6463
Chu-Ren Huang;11373
Yuan-Han Yang;18192
José M. Arco;1679
Roberto Barrio;11804
Zhizhi Hu;9783
Piyush L. Kamani;13799
Lionel Torres;11229
Kuan-Chun Yu;10187
Manhee Lee;576
Hongjuan Zhang;4632
Kevin Yu;5560
Shuang Li 0005;19468
Di Zhang;6252
Sandro Gherardi;19841
Qunfei Zhao;4956
Miguel González-Mendoza;15864
Emanuele Ruffaldi;9267
Sergio Salvi;12120
Mauricio de Castro Tomé;9714
A. Sharmila;13967
Alain Sanchez-Ruiz;14115
Akihiko Katsuki;12644
Roee Diamant;12198
R. Pérez Álvarez;497
Wen-Chieh Lin;19809
Ling Tian;17311
Jibin Zou;19028
Zuwen Zhang;12947
Amal Barman;9574
Haehyun Cho;13660
Emadeldeen Hassan;17567
Fahed Awad;9462
Abdullah Abdulaziz Aljarboua;17922
Siyu Lin;6003
Arash Nejadpak;4080
Gerard Ledwich;10577
Zi Long Liu;14676
Giancarlo Righini;10891
Tania García-Sánchez;9522
Sadik Kamel Gharghan;8495
Malay Kumar;18374
Jae-Hyun Cho;18718
Hao Mi;11020
Nicolás Rojas;18681
Masoud Karimi-Ghartemani;12378
Carolina Corvalán Moya;12494
Jiajin Qi;8941
Yu-Sheng Su;17107
Juncai Song;18452
Azauri Albano de Oliveira;17168
Nasro Min-Allah;10244
Dawei Li;18903
Xinye Chen;8315
Franks González-Landero;18120
Pascal Allain;5948
Xiang Li 0014;7750
Gabriel F. Pivaro;18970
Andrzej Bieganowski;13711
Su-Hwan Hwang;11056
Allan Hilton;7066
Qiang Wang;119
Grzegorz Tarchala;3934
Mohamad Kamarol Mohd Jamil;12700
Manuel Lamich;13567
Xiqin Wang;18182
Sadek C. A. Alfaro;10016
Antonio-Javier García-Sánchez;11273
Gennaro Boggia;10240
Emilia Fridman;9269
Asfar Ali Khan;14855
Kuanglin Chao;794
MiaoMiao Cai;11150
Lukasz Guz;18043
Ruoyun Shi;19644
Angelos N. Rouskas;14522
EunSu Lee;3852
Yonggang Kim;1918
De-Mi Cui;16324
Ramon Guzman;7286
Xavier Boddaert;6005
Wen-Jia Fan;12550
Jaume Roig-Guitart;19534
Kaori Ishii;15979
Luis Torrijos Morán;7966
Bin Lin 0012;10207
Ramin Fardi;7532
Ayoub Boulmaali;13975
Xin Su 0001;10533
Bo Wang 0021;750
Kazutaka Kikuta;13625
Eftychia G. Datsika;1699
Hervé Delingette;6873
Huaxiao Liu;18263
Yanshen Hu;19089
José Luis Pons;14706
Linrang Zhang;8577
Shiji Song;13637
Chung-Hao Tien;19441
Bei Han;10798
Hak-Rin Kim;7790
Shengdao Shan;16585
Zhao Zhang;19455
Ming He;11972
Paul J. M. Havinga;6874
Jens Bartelt;12844
Daoming Xi;12443
Yafei Wang;14334
Jianzhong Li;5455
Qingcong Wu;12022
Mattia Francesco Bado;13071
Edgar Martínez-García;12777
Brent K. Jesiek;12169
Guifei Jing;3618
Iván Campaña;1578
Tuleen Boutaleb;18275
Mingfu Li;13295
Amir Hashemi;286
Jorden Lee;180
Fausto Granda;12845
José Fariña Rodríguez;4974
Xiaomei Zou;11266
Jose J. Castillo-Zamora;13240
Alessio Giberti;4503
Wutao Li;8533
Yanan Cao;10856
Yushun Wang;11101
Jane You;10080
Yue Wu;7666
Vibhor Agrawal;12656
Davide Quaglia;10818
Nils Werner;15894
Xiaochen Meng;6251
Ilsuk Park;16413
Chunping Hou;12324
Rong Zeng;10999
Juntao Fei;9884
Ui-Suk Suh;18611
Xiaohua Ma;8762
Eric Armando;16379
Wonseok Kang;19692
Jorge Torres;1449
Moumita Das;12476
Aiping Liu;4133
Davy P. Gaillot;11624
Tarik Taleb;13895
Yun Suk Huh;11306
Seyed Farhad Aghili;817
Zhenyu Zhu;16468
Jiaqiu Ai;1485
Fabrizio Ivan Apollonio;17607
Jean-Michel Friedt;19098
Mugen Peng;5311
Juan Heredia Juesas;11467
Arik Bergman;6855
Junpeng Guo;16155
Dong Wang 0004;11214
Zhaoming Lu;3549
Mao Chuan;11289
Sanjay P. Prabhu;19898
Jernej Cernelic;19078
Adrian F. Clark;6333
João L. Monteiro;13909
Pernille Bildsoe;16052
Jiunyuan Chen;120
Wha Sook Jeon;11872
Jutamanee Auysakul;15324
Pilar Andres-Maldonado;12256
Nuno J. O. Silva;9945
Zofia Cebula;3163
Hao Cao;12261
Guang Hua;11139
Wei-Hsin Yen;5520
C. Dechsupa;4638
Jihye Hong;17856
Miquel Vellvehí;17763
Siqi Li;19173
Hiroshi Hirayama;951
Glen Ritchie;6006
Ming Lim;2534
Chien-Sheng Liu;14633
Grzegorz Janik;18343
Chaoben Du;8511
Pin-Shou Ting;19568
Shanding Xu;18458
Changyong Yoon;8547
Maizatul Akmar Ismail;11640
Vikas V. Paduvalli;9424
Fuad Un-Noor;15939
Oguz H. Dagci;17941
Kyumin Kim;19300
Youngjoo Lee;18353
Hui Chen;8000
Taher Lotfi;19309
Gualtiero Nunzi Conti;3535
Claudia Campolo;8549
Nasour Bagheri;14436
HaiJun Lin;10331
Hui Du;16772
Kin-Lu Wong;9139
Olaf Minet;10388
I-Tai Lu;13966
Han Wang 0005;15187
Shaopeng Wang;17873
Chuang Liu 0003;10627
Haiyang Tang;4790
Hee-Je Kim;1304
Yu Gong;15541
Fulong Jing;3826
Kumar Gourav;2900
Guan-Ting Yeh;2087
Shin Min Kang;6356
Anis Naanaa;752
Hung-Yuan Chung;3468
Wu Xun;8234
D. N. F. Awang Iskandar;7434
Walter Lang;2600
Chi-Yuan Chen;13071
Masanori Hashizaki;8675
Jens Schneider von Deimling;10310
Jiexin Lai;17394
Chao Xu 0013;7325
Francesco Alonge;3298
Xuezhe Wei;772
Disi Chen;18095
Wen Lu;17194
Weiqiang Li;13241
Kaushik Rajashekara;9551
Shugang Zhang;11071
Juan R. Sánchez-Valencia;14191
Mohammad Kazem Bakhshizadeh;14828
Wonhyo Kim;5576
Huijun Gao;18079
Matteo Davoli;4277
Yiqiao Cai;7111
João Luiz Afonso;13370
Yukinori Inoue;1315
Min-Kyu Park;2973
Koksal Erenturk;18493
Nor Hapishah Abdullah;13237
Ray-I Chang;12908
Zhidong Teng;8112
Jizhi Liu;11112
Po-Hsun Cheng;7136
Maoyuan Li;12966
Weiwei Wu;941
Lingyu Chen;16027
Luis Garcia-Hernandez;17881
Bin Yuan;13898
Fuchun Sun;166
Anam Amjad;1797
Chenglong Jiang;4282
Wai Lok Woo;13509
María Asunción Alonso-Lomillo;58
Tien-Kan Chung;9562
Jiangtao Xi;10141
Handy Fortin-Blanchette;1190
Ruggiero Quarto;13753
Koppány Máthé;396
Joseph Lemley;14563
Walid I. Khedr;1226
Higinio Ramos;9314
Andreas Dengel;14529
Peter Düking;2229
Finn Skou Pedersen;10556
Youngmin Jeong;6113
Michele De Filippo De Grazia;11932
Wenson Chang;9150
Alex Yakovlev;2748
Ronghua Gui;6541
Yi-Ting Chen;14748
Xiaopeng Zhao;5526
Jose G. de Matos;7183
Bon-Gwan Gu;3555
Gang Yu;10532
Sun Young Lim;281
Gulraiz Iqbal Choudhary;18302
Bharath Ramesh;316
G. Shabib;603
André G. Ferreira;17811
Mudi Xiong;5685
Ya-Qi Jing;19473
Mohamed Eddaoudi;803
Marília Curado;9565
Tinish Bhattacharya;3067
Cheng-Yang Chang;19588
Bin Xu;7865
Denys Makarov;14428
Simon Fong;2466
José Antonio Gómez;18011
Jaesoon Choi;8120
Alvaro Lau;2202
Bingbo Gao;14597
Meng Li 0006;15684
Pedro Henrique Juliano Nardelli;15163
Weihang Kong;2632
Dong-Ho Cho;11422
Dong Sung Kim;16442
Shaotao Dai;2001
Joseph Irudayaraj;14591
Pablo Fondo-Ferreiro;1157
Javid Taheri;8450
Gabriele Bitelli;2175
Reza Beiranvand;17734
Chunsheng Guo;14091
Cong Gu;5321
Andre Nasr;4024
Gabriel Galindo-Romera;16415
Periklis Chatzimisios;19334
Ziyu Lin;13243
Qiang Dong;2576
Gerrit Dumstorff;12124
Jason Paul Cruz;9354
Dexiang Li;17223
Yuanlin Ma;18891
Yaxiao Qin;8004
Shuvangkar Shuvo;13171
Ssu-Wei Tang;14739
A. S. M. Sanwar Hosen;14226
Hassan A. Karimi;11673
Omid Namaki-Shoushtari;11029
Shan Zuo;3382
Lucia Lo Bello;1241
Bryan Van Wijk;1759
Moustafa Elshafei-Abmed;19095
Gina Sprint;6118
Zhaojie Ju;17701
Muazzam Maqsood;4967
Peng Zhang;372
Raviraj S. Adve;826
Wei Zou;2294
Weijia Zhou;11209
Elias Kyriakides;6958
Christian Fedorczak;16388
Radu-Codrut David;6981
Yong Fan;11035
Kassandra Giulia Cristina Raptis;13461
Abdel Razik Sebak;15188
Hildo Guillardi;5253
Yonghui Zhao;4739
H. W. Corley;14775
Guo Liang Goh;17742
André A. Adams;17182
Kitsuchart Pasupa;10998
Maria-Guadalupe Martinez-Penaloza;2141
Zhong Zhao;4395
Roslinda Shamsudin;18596
Fitri Indra Indikawati;19454
Ivan Cruz-Aceves;11726
Yu-Hung Li;17040
Xiaohu Zhang;13979
Byeong Ha Lee;16113
Louis H. Kauffman;5743
Dacheng Yang;12182
Fangming Zhong;2103
Dmitry V. Dolgy;3224
Hongwei Qin;3802
Mina Askari;4874
Giovanni Aloisio;12264
Raynal Glises;3789
Sungyong Lee;13864
Weiming Shi;2875
Kai Guo;2984
Qinghua Zhu;12286
Shalei Song;2699
Xiang Zhang;16689
Dingkun Long;11779
Agnieszka Szyplowska;19346
Daniel Gatica-Perez;495
Maarten van Steen;6453
Min Chen;11585
Kiyoshi Kiyokawa;9700
Dario Zappa;9030
Alessandro Cosci;9076
Guoxing Huang;9242
Federico Pallottino;9492
Ken-Ichi Suzuki;11084
Yufang Chang;16713
Jian Qi;19382
Romen Rodriguez-Trujillo;1786
Joaquin Aparicio;19677
Mario R. Casu;769
Diederik Bulters;4632
Harish S. Krishnamoorthy;17146
Berk Gonenc;4191
Davi Viana dos Santos;6317
JunHee Kim;3098
Xinxin Liu;4132
Jan Taler;1644
Javaria Majid;4822
Zhongming Ji;4209
Meiling Wang;2966
Sameh Sorour;12477
Ishan Jaithwa;4148
Haixia Liu;17367
Kai Niu;8911
Daniel J. Rogers;1806
Taha Osman;947
Noor Hafizah Abdul Aziz;7227
Luis Javier Hernández-Paricio;13950
Zengjun Liu;16790
Antonio Sánchez-Pedraza;9959
Marco José Da Silva;18570
Athira Usha;356
Xiaogang Cheng;7726
Seshu Kumar Damarla;7591
Sara Invitto;17382
Yuzhe Liu;14013
Junfeng Jiang;6297
Lijun Hang;2440
Ji-Hyun Min;15319
Zu-Zhen Huang;3791
Ming-Han Lee;15463
Jorge Torres;8667
Louis D&apos;Alotto;601
Thien T. T. Le;6598
Yun Zhang 0001;4764
Can Gong;11143
Shoushuai He;5860
Shaoling Li;13693
Ce Bian;3481
Yu Tang;1512
Ana-Maria Cretu;10087
Luis Enrique Acosta;4538
Y. Gao;3884
Babak S. Hosseini;2715
Ying-Chang Liang;19336
Milad Jalali;428
Xifeng Li;9572
Alexios Mylonas;15233
Yanliang Ke;2839
Jaewon Choi;3284
Nasrin Afsarimanesh;4440
Marta Zárraga-Rodríguez;6868
Mohammad S. Obaidat;3509
Farah Mustafa;706
Rajib K. Das;8282
Juan Reyes-Gómez;6656
Karl Rupp;18028
Álvaro Guerrero Aguirre;4464
C. Leigh Broadhurst;3061
Santanu Saha Ray;12205
Riccardo Longo;15275
Yanxi Liu;13318
Zheng Yang 0003;6182
Islam Afifi;17142
Woosub Youm;18042
Pol Blasco;15984
Jeffrey H. Lang;18591
Zdenek Peroutka;3551
Rongliang Shi;19144
Shu-Hsien Chu;10174
Bingjie Zhu;17715
Lee Kien Foo;17293
Paulo Rodrigues;14409
Mingyang Cui;11316
Zhenyu Xiao;639
David S. L. Wei;16548
Xuecai Bao;7209
Giovanni Monegato;17485
Dimitrios Trachanis;16033
Rik Vullings;9517
Feng He;6674
Hanseung Lee;13648
Pengcheng Song;14300
Sanghoon Kim;18614
Zhipeng Hu;3438
Yvonne Brunner;17385
Chenghua Wang;10623
Mohammad Haseeb Zafar;11704
Carolina Carrascal;3561
Jinwei He;13360
Rodrigo Ponce;18705
Hai-Tao Zheng;7836
Hantao Liu;16719
Paul Anthony Haigh;5711
Xiaowei Zhang;18355
Ricardo Acevedo-Avila;304
Vignesh Raja Balu;14172
Juan Iglesias-Miguel;14874
Shaoze Zhou;6181
Guozhuan Xiong;13514
Yoshinori Hiramatsu;4815
Fan Wang;4295
Lei Zuo;11171
Luca Bergesio;1980
Enrique Dorronzoro;15281
Chuanlin Zhang;2939
Lauren D. Field;6405
Bertie Chen;7364
Jirí Kudr;4550
Chong Luo;2680
Zhe Lin 0006;14992
Weitong Zhang;9704
Zih-Cing You;15043
Masaru Kojima;8410
Pengyun Chen;8006
Daniel R. Rousse;1448
Amir Ramezani Dooraki;14162
Fei Lu 0001;10833
Mohammad Abdullah-Al-Wadud;16088
Md. Nazrul Islam;5320
Biyun Ling;13352
Minghao Yin;11607
Philip J. Morrow;12844
Wenlong Li;6049
Jianguo Yao;2110
Hervé Morel;10864
Arokiaswami Alphones;10687
Salvatore Filippo Di Gennaro;1543
Mattia Morandin;14100
Abimael Jimenez;19487
G. Bhuvaneswari;9688
Jason Blankenship;13460
Alexander M. Trbovich;236
Dirk Lehmhus;7367
Zhenzhen Zhao;12134
Rubén Tolosana;9404
Juntao Sun;15153
Suleiman Aliyu Babale;18456
Anthony G. Cohn;3237
Shujuan Cao;11480
Shadi Alian;2588
Tian Jin;3751
Debasish Sena;10654
Dimitrios Trachanis;11847
Huimin Ouyang;12418
Roberto Sarmiento;16219
Serge Gavin;5007
Harri Hakula;8195
Zahra Bayat;19120
Jiubin Tan;2496
Yu-Jung Li;1050
Steven G. Swingler;18538
Francesca Borghi;3822
Emanuel Vonach;10992
Alireza Fatehi;8283
Jianjun Ni;16296
Yi Cao;14199
Sung Yang;14157
Bowen Wang;13112
Ngoc Dat Dao;4299
Zili Shao;1286
Jun Zheng;16355
Abhijit Kadam;6852
Jae Keon Kim;16887
Xiuxiu Wang;10904
Francisco Marques;6549
Zhongwei Hu;11512
Changku Sun;8507
Jianhua Zhang;9421
Esther Sanabria-Codesal;9629
Soon-Ju Kang;8180
Piotr Loska;3760
Lassi Aarniovuori;16499
Inhyuk Choi;14383
Hwangnam Kim;18619
Gilles Bertschy;6782
Steffi Agino Priyanka;3084
Maged Abdullah Esmail;2932
XiHua Zou;2763
Nawab Muhammad Faseeh Qureshi;5196
Joe Fujiou Lo;17233
Hongjian Guo;7482
Mariusz Wolff;10889
Juan Tang;14507
Ying-Hoi Lai;1592
Yujiang Wu;18140
Tianyuan Zhao;16654
Liangliang Li;10275
Chunming Zhao;15298
Yuanyuan Liu;289
Mathieu Léonardon;6390
Michael Blanke;8045
Zhen Ling;10839
Naitian Xue;10587
Fang-Yie Leu;17080
Thang Cao;10403
Mengchao Ma;12658
Nedal Abu-Thabit;3302
Serhiy Bozhko;5502
Yongseok Son;8395
Domenico Casadei;5862
Xue-Zhi Li;3534
Jicheng Zhang;7333
Mingzhi Chen;15804
Ercan Atam;9012
Myo Taeg Lim;7295
Yanzheng Bai;5673
Shuo Chen;7332
Seonggyoon Park;11668
Pankaj Kumar Sen;1781
Yanan Wang;13987
Martin P. Christiansen;5955
Ashfaq Ahmad;4633
Gareth W. Peters;367
Thorsten Neuschel;2124
Chang-Yu Lin;14025
Mengmeng Wang;3493
Chen Che;8804
Francisco Vegara;9579
Christos G. Cassandras;16808
Zhe Chen;10189
Syed Junaid Nawaz;12848
Ji-Won Kim;11743
Guangjie Han;9037
Tian Qiang;11054
Ying Zheng;1092
Nelson S. Rosa;13446
Marcel Büchler;19626
Faa-Jeng Lin;5810
Dumitru N. Olaru;3803
Liang Li 0004;5738
Jonas Guedes Borges da Silva;12523
Wolfgang Kneifel;10161
Sebastian Will;16401
Fredrik Evestedt;13557
James Irvine;13767
Yu. V. Maslennikov;18597
Xinru Yu;3797
Hector Perez-Morago;4683
Patrick Solé;15028
Eun-Do Kim;4456
Zara Hamid;982
Cunhua Pan;15704
Saeed Hasan Ebrahimi;7231
George E. Chatzarakis;457
Jun Yu 0003;18283
Siyao Fu;15542
Ji Geng;731
Yoenha Kim;14284
Yangyang Wu;2311
Oleh Kiselychnyk;15921
Jiguang Yue;6929
Rajat Koner;16423
Walter Issamu Suemitsu;9724
Jun-Hyuck Im;18654
Mohsen Guizani;4894
Liming Yang;9034
Alexander D. Gluhak;10464
Elio Usai;16406
Zhong Zhao;6198
Peng Zhang 0038;12941
Qiwei Wang;1268
Gisela Lanza;18119
Çigdem Çakirlar;7926
Jing Xia;17743
Nikos Deligiannis;8118
Azadeh Vosoughi;18979
Jiujun Cheng;6534
Ruier Zeng;17272
Junbo Zhang;5648
Samuli Kallio;1059
Ching-Lung Chang;12301
Young Hwan Kim;10317
Tho Phuoc Huynh;11240
Wenbo Yu;19322
Günes Karabulut-Kurt;8239
Wei Cheng;12854
Chao Han;6100
Jiamao Li;13731
Peter M. Corcoran;12387
Zdenek Svoboda;16798
Ioannis Chatzigiannakis;14691
Randi Fu;14379
Hua Zhang 0015;3217
Andrea Gigli;14507
Fengchen Ouyang;9514
Qingwu Li;17039
Jinyao Zhang;17678
Damien Piguet;18553
Bruce Grieve;16799
Vilmar Æsøy;1188
Cheng-Yang Chang;6766
Soon-Woo Cho;1428
Francesco Bullo;18337
Arkadiusz Lewicki;14625
Saiqa Aleem;851
Rami Alazrai;1712
Sergey A. Dudin;2758
Xuan Liao;12903
Enrique Vázquez;4932
Ignacio Álvarez Illán;15669
Tim Weiß;9635
Christine Le Narvor;15427
Jong-Hwa Song;571
Yitao Liu;16723
Xuefang Li;2003
Burabiye Yakup;6263
Yufei Li;4525
Zhao Li;8844
Shaofang Hong;19681
Xumin Huang;2655
Khursheed Aurangzeb;1885
Rahul Soangra;17152
Wei Liu 0001;19758
Rita Noumeir;18984
Benoit Huard;12743
Fatemeh Sharafi;15406
Jie Su;7265
Pang-Jung Liu;14984
Lili Zhang;3836
Jasmina Djordjevic;4233
Henar Miguélez;19434
Bo Yi;14320
Guixin Zhang;15714
Roland J. Weiss;618
Amin M. Abbosh;7382
Dao-han Wang;11772
Wei Sun;17546
Xiumei Deng;159
Roberto Longo;15337
ZhengQuan Li;4574
Chiara Perri;4724
Kenneth A. McIsaac;16200
Liang Liang 0002;14415
Joseph M. Chuma;12162
Manel Puig-Vidal;18895
M. Abbas Choudhary;14809
Alberto Rodriguez;15291
Yinman Lee;9473
Maia Martcheva;16357
Zepeng Gao;13343
Jianhua Zhang;16691
Md. Zahurul Islam;10362
Chuanxi Qian;6583
Wei-Lieh Hsu;9425
Hanseung Lee;18173
Marcelo A. Pereira-da-Silva;223
Galiveeti Hemakumar Reddy;10670
Yingzhi Kan;11484
Xiaolong Li;12842
Feng-Chun Lin;14595
Roy V. Sillitoe;871
Luca Solero;11876
Dorian Desgaches;9810
Georgios Kalogridis;18070
Wonhee Choe;13470
Huiliang Cao;8465
Bingyi Guo;2730
Kai Yang;5737
Sandra Johnson;9364
Yung-Wen Tang;10359
Francisco J. Sanza;10590
Dongliang Zheng;9972
Borja Martínez;19936
Tim Koenings;1832
Stefano Bennati;16121
A. Olgun;107
Makoto Azegami;8835
Yichen Wang;9551
Rafael Cisneros-Magana;8473
Dezhong Peng;3290
Timothy F. Wright;6634
Karel Zeman;3362
Daidai Chen;12888
Nan Bai;8942
Gabriele Buttafuoco;16005
Szi-Wen Chen;11437
Arwa Alromih;8207
Hui Hua;9132
Faye Cameron;57
YuanYuan Zou;13737
Chenxiao Jiu;15330
Erik Insko;12183
Philippe-Alexandre Labbe;7059
Eugene Hwang;10633
Xiuhua Li;13847
Jinglong Chen;9731
Mikhail Asiatici;19562
Sk. Md. Mizanur Rahman;13332
Valerio Vignoli;10732
Junhao Hua;4135
Ebrahim Afjei;10397
Yoshiki Yamagata;16795
Xiang-min Tan;5602
Stefanie Kuenzel;4226
Iftikhar Azim Niaz;8889
Pawel Sniatala;8830
Yingqing Guo;14098
Yang Yu;18696
Gregorij Kurillo;3378
Fuzhou Niu;11425
Pierre T. Kabamba;19591
L. V. Allmen;19897
Sha Zhang;6698
Jihun Choi;1382
Simon K. Warfield;7580
Hermanus Carel Myburgh;13702
Diana I. Golovina;12676
Won Suk Jung;18286
Daniele Pianu;8772
Shafique Akbare;8714
I-Lin Tsai;19626
An-Shen Siao;3645
Fengzhu Che;3770
Fernando-Juan García-Diego;17855
Sander Ganzevles;987
Frank R. Ihmig;14623
Hoi Wai Choi;17341
Jianan Wu;19276
Danpu Liu;13706
Min-Qiang Li;11353
Ershuai Li;8048
Yi Lu;12245
Faezeh Kardan;17672
Fazlullah Khan;6441
Yankun Peng;5859
Shubha Pandey;12853
Andrea Adami;17640
Dietrich Haubenberger;3192
Baifeng Chen;18595
Alfonso Rodriguez;2636
Yao Guo 0001;5417
Liangmin Wang;14414
Hyejin Hong;12366
Moon-Hwan Chang;7249
Victor Levi;10156
Christoph Jenke;10810
Najah Abed Abuali;3994
Abdallah Makhoul;3855
Yingfu Guo;1891
A. Sri Ranga;6655
Orfeas Kypris;2913
Jonathan P. Palma;17805
Roberto Buffa;3252
Shouwan Gao;12440
Abhisek Ukil;10105
Changchun Ren;8686
Yuting Li;3208
Guanyi Pan;13322
Sudipta Chakraborty;8352
Tomoko Tsuchihashi;14384
Soledad Escolar;1497
Makoto Suzuki;14607
John D. Garrett;2126
Elizaveta Klantsataya;16739
Lie Xu;3055
Xu Ding;7606
Soo Chul Lim;35
Mario L. V. Martina;12791
Hang Dai;13886
Linyi Gu;15897
Eric W. Gill;18177
Urvashi Arora;14991
Feihong Dong;18060
Chia Ai Ooi;4083
Christer Tornevik;3309
David Arancibia;9298
Javier Ferreira;5564
Kwang Soup Song;5865
Brian Suffoletto;13148
René Osorio;4358
Myung-Geun Chun;2919
Ming-Hsien Chiang;8290
Jing Bai;14867
Wu Chen;105
Jung-Pil Moon;1510
Jiajun Gao;17703
Kang G. Shin;11293
Abdul Muqtadir Abbasi;15554
Ziyi Chen;134
Arturo Moreno-Báez;7134
