name:ID(Author)
Josip Lorincz
Jihane Boughaleb
Md. Rashedul Islam
Akihiro Tsuruta
Sang-Su Lee
Yuri Rzhanov
Ebrahim Momoniat
Alexander Brown
Raghav Prasad Parouha
Shuxi Gong
Thilo Michel
Efraín Esteban
Hung-Fei Kuo
Álvaro Guerrero Aguirre
Durga Prasad Sahoo
Oresti Baños
Raphaël Gazzotti
T. Brown
Hui Liu 0014
Pedro Reszka
Fumiya Matsumoto
Zhidong Yang
S. Mishra
Ahmed Saeed 0007
Elena Marchiori
Mathias Fischer 0001
Shenghui Cheng
Jatinder Singh
María P. Vassileva
Xuehua Song
Gareth Lewis
Xiaojie You
Miriam Seoane Santos
Chenyuan Hu
Yong Li 0025
Qingchuan Zhang
Zhenbin Zhang
Ester Martínez-Martín
Jin Gou
Swagata Roy
Maria Carmela Di Piazza
Hong Chen 0003
Subin Kim
Huwei Chen
Xiaojian Chen
Lamia Gaoua
Yanqing Xu
Jeremy Childress
Komal Pathade
Yongling Fu
Guodong Wang
Arafat J. Al-Dweik
Li Huo
Junbo Zhang
Yasin Asar
Shinji Kato
Angshul Majumdar
Xia Ai
Christoph Lassner
Natalia Stakhanova
Aboozar Rajabi
David Findlay
Yu Zhuang
Sami Ruoho
Rasmus N. Jørgensen
Tobias J. R. Eriksson
Marta Gomez-Barrero
Suman Kr. Dey
Jurica Babic
Marko Höyhtyä
Hui Guo
Sanjana Vishwanath Manturshettar
Michihiro Kawanishi
Jalal S. Alowibdi
Olivier Trescases
Qingping Zhou
Andrea Galli
Luhua Cheng
Yingzeng Yin
Sheng Wu
Athanasios Vourvopoulos
Nancy Ávila Rodríguez
Manh Linh Nguyen
Xiangyang Luo
Mark S. Ackerman
Shouming Zhong
Young Woo Park
Rajesh Dawadi
Barbara Holder
Indika Perera
Qiang Shen 0001
Yinyan Zhang
Stephen J. McKenna
Andreas Griesser
Mohammed Balfaqih
Masaaki Okamoto
Gonzalo F. Olmedo
Ferani E. Zulvia
Adrian Sergiu Darabant
Wan Choi
Zhongbao Zhang
Daidai Chen
Syed Asad Hussain
In-ho Ra
Mustafa Muhamad
Danilo Iglesias Brandao
Shashank Shekhar
Maitreya Natu
Lilin Fan
François Fleuret
Juan Carlos Campo Rodriguez
Chanyoung Jeon
Md. Zahurul Islam
Donald Prévost
Shafiq ur Réhman
Serguei Primak
Audrey Lesaignoux
Mudassar Ahmad Mughal
Michal Polic
Alessandro Amadori
Jennifer Jacobs
Fathia Bettahar
Xinhan Qiao
Christian Rupprecht
Jonghyuk Jung
Z. Y. Gu
Jiyan Huang
Raj Kumar
Derong Liu
Arun Yoganandan
James A. Self
Andrew K. C. Kwan
Joanna Maria Dauner
Juliano Franz
Ewan D. Tempero
Sascha Wessel
Shunya Iwata
Liudong Xing
Ou Bian
Lopez Erik
Anja Borsdorf
Dongyoung Roh
Rongting Ji
Rebecca Glans
Hiroshi Uehara
Rim Haw
Richang Hong
Marcel François Heertjes
Mariem Mahfoudh
Chunhua Su
Yunpeng Cai
Anup Aprem
Berto de Tácio Pereira Gomes
Piyalak Pongtawevirat
S. Sedef Savas
Julián Cabrera
George Darzanos
Nelson Hon Lung Chan
Xin Chen 0008
Marcelo Martins Werneck
Michael Amyotte
Jung-Pil Moon
Wei You
Clara Stiebing
Sunyoung Cho
Jack D. Bush
Karina Mabell Gomez
Hyoun Jin Kim
Hwisoo Eom
Tero Ahonen
Syed Obaid Amin
Humaira Afzal
Gerardo Francisco Pérez-Sánchez
Hojin Lee
Dohyun Pak
Petronilo Martin-Iglesias
Long Wang 0015
Bota Bahethan
Carlos Zapata
Jing Liu
Chun Gan
Cristian Caranica
Binfeng Zhang
Sun-Young Choi
Ming Tang
Mostafa I. Marei
Minghong Liao
Radu Paltanea
R. Inkulu
Huy H. Nguyen
Yuying Liang
Krishna Kanth Dhulipudi
Ahmad Y. Javaid
Kazuhisa Arai
Daru Pan
Bertrand Chemisky
Octavio Camarena
Elías López-Alba
Zeke Wang
Kaisa Miettinen
Haixiao Liu
Ayesha Ijaz
Venkatram Vishwanath
Simon Schönebaum
Shuang-Hua Yang
Hui Gao
Stephen W. James
Wencong Yuan
David Bui
Ke Li
Qian Song
Maksymilian Kurek
Keita Matsuo
Andreas Dietzel
Yuzo Taenaka
Luo Zhang
Junjun Jiang
Yuping Cao
Xiaolong Zhang
Yong Wang 0018
Qingqing Fu
Kianoush Nazarpour
Qiangwen Fu
Vasilis Samoladas
Ronny Blust
Rishabh Joshi
James Fogarty
Chengyang Wang
Sumit Veerawal
Saiful Azad
Andreas Bulling
Marie Bech Andersen
Olivier Glück
Tinghua Ai
Luiz Chaimowicz
Seiya Fujii
Chen Ding
S. Chen
Rakesh Srirambhatla
Ping Song
Ingo Schmidt
Andrés Lucero
Muhammad Azeem Sarwar
Jul-Ki Seok
Andrew P. McPherson
Min Gao
Yasutaka Furukawa
Regina Rekuviene
Amaia Méndez-Zorrilla
Patricia Alves-Oliveira
Xiaojie Yu
Jianxin Ren
Nilson Maciel
Tzu-Keng Chiu
Youngtae Jo
Na Wei
Sinisa Kolaric
Omar Ait-Aider
Tengjiao He
Xiang Luo
Xingye Gu
Lu Lu 0001
William S. Chao
Cho-Long Jung
Nathan Intrator
Kemal Maulana Alhasa
Nicolas Montavont
Mehdi Abbasi
Dorra Larnaout
Sven Porsche
Peter O&apos;Halloran
R. K. P. Bhatt
William Li
Jiaying Ye
Yanpeng Li
S. I. Tuncer
Wanrong Yu
Javier Pérez-Marcos
Naveen Chilamkurti
Jiangping Chen
Jian Cheng
Keiji Wada
Stephan Reiff-Marganiec
Yongping Zhang
Michèle Gouiffès
Shih-Ching Yeh
Petr Sezemsky
Valeria S. Gamboa
Ricardo J. Rodríguez
Masood Ur Rehman
Lian Loke
Yang Zhang
Zhao Wang
Shahrokh Farhangi
Fadhel M. Ghannouchi
Manuel Gil
Fengge Zhang
Nien-Chu Fang
Zhiwei Kou
Florence Denis
Mahdi Ghasemi-Varnamkhasti
Saleh Eisa
Hayri Acar
Jonas Thomsen
Riccardo Scateni
Chengcui Zhang
Aaron Kok
Mina Askari
Christian A. Hans
Vladimir O. Nikiforov
Yongcai Wang
Jiyuan Wang
Khaled Issa
Qian Bao
Kevin Aubry
Maria Cristina Patria
Tim Tilford
Matthew A. Beauregard
A. Hernández
Minh-Khai Nguyen
Jason Weigel
Olivia Johnston-Wilder
Daniel Howsmon
Abhay Karandikar
Djamal Benslimane
Ljiljana S. Peric
Shuguang Wang
Bin Xu
Xikun Hu
Alisa L. Gallant
Benito Carotenuto
Chrystel Gaber
Xuefeng Yin
Sungsoo Kim
Lynne Blair
Rafael Fernandes Lopes
Aoqi Zhang
Amit Boyarski
Zhoubo Xu
Nigel Houlden
Xinyue Mao
Minkyu Lee
Claudia Gonzalez Viejo
Marcia R. Friesen
Morteza Karami
Guifen Mao
Mohammad Ershadul Karim
Kang Hoon Lee
Yasar Khan
Zhengtao Yu 0001
Daming Zhou
Piroska Haller
Preben Hansen
Dieter Brüggemann
D. T. Shahani
Muhammad Ahsen
Claudia Latella
Emil Laust Kristoffersen
Srdjan Kostic
Ana Lucia dos Santos Faria
Yigeng Huangfu
Song Zhang 0002
Jiashang Liu
Limin Tong
Tiantian Zhang
Guochu Shou
Supun Kamburugamuve
Chengcheng Zhu
Kewen Sun
Bert Coolen
Shaoqiang Chang
Bahy A. Ali
Disi Chen
François Goulette
Ahsan Morshed
Noor Badariah Asan
Dovile Meskauskaite
Hilal Tayara
Hexu Sun
Andrey Lekomtsev
Sayed Aimal
Barbara Neuhofer
Ruifeng Li
Ralph Eckstein
Yuddy Syaifudin
Cátia Barbosa
Yanxiang Chen
Leire Bilbao
Tuomas Aura
Peilin He
Emna Chabchoub
Christian Richardt
Bonfiglio Platè
Guna Seetharaman
Asside Christian Djedouboum
Antonio Lozano
Jun-Ho Kim
Nataliia Neshenko
Jingxin Zhang
Keith E. Nolan
Adrian García-Rodríguez
Vladyslav C. Usenko
Náthalee C. Almeida
Amirrudin Kamsin
Ameen M. Alkharasani
Shi Lin
Jarel K. Gandhi
Young Chel Kwun
Enrique Dávalos
Subramanya Chandrashekar
William Hsu
David Ferstl
Gregor Burger
Wenzhu Chen
Silvio Traversaro
Sourav Rana
Pulak Purkait
Martin Berggren
Julián Salt
Shintaro Fujii
James Brusey
Minjia Shi
Yanwei Jiang
Zhan Zhao
Jakub Stankowski
Abdel-Razzak Merheb
Franklin Johnson
Ryan O&apos;Donnell
Yifei Mu
Yadong Mei
Shahrul Naim Sidek
Wasiu O. Popoola
Limin Jiang
Hua Jin
Francesco Cafaro
Daniel Toal
Xinyu Hu
Luca Daniel
Ioan Doré Landau
Tao Ma
Enrique Onieva
Sanam Shahla Rizvi
Hamid Bahrami
Abraham M. Hashemian
Hanxu Ji
P. R. Mishra
Miaoyan Zhuang
Julia Armesto
Hisataka Maruyama
Imtiaj Khan
Saleh A. Alshebeili
Swathi Reddy
Suseong Kim
Raid Alzubi
Marta Kolasa
Juan Bory Reyes
Safa Bousbih
Perrine Batude
Elsayed Elashkar
Pan Deng
Bedri Sendir
Thomas Röggla
S. Chatterjee
Gustavo Gonzalez Granadillo
Liyun Wu
Bao Truong
C.-C. Jay Kuo
Hui Liu 0012
Ling Wu
Antonio B. Martínez
Jun Liu 0024
Joshua Little
Sanjay Podder
Matthias Herlich
Baosheng Wang
Andreas Derler
Adriano Fagiolini
Imen Grida Ben Yahia
Chaoyun Wu
Kort Bremer
Fernando L. Teixeira
Arturo Basaure
Iman Nazari
Qianming Xu
Soung Ho Cho
Ton Duc Do
Vincent Couture
Zhang Guozhi
Pravin Mahajan
Fangjiong Chen
Sven Kuckertz
Xiaodong Cao
Jean-François Brudny
Jonathan Cepeda-Negrete
Pierre Degauque
Xianmin Zhang
Qian Liu
Yuka Miyake
Jinchao Xiao
Jon P. Casamento
Zhenhui Du
Jaume Llibre
S. H. Shah Newaz
Daniel Ferrández
Fei Su
Pawani Porambage
Lee Kien Foo
Deepanshu Kush
David Reed
Sébastien Changey
Javier Soria
Quoc-Tuan Vien
Amit D. Joshi
Paul Dunphy
Sung-Hun Woo
Yuan Liang
Andrés A. Nogueiras Meléndez
Madiha H. Syed
Anil Hazarika
Stefano Andrenacci
Lionel Garnier
Olha Nahorna
Ameni Ouarda
Amr El-Kadi
Xuejin Chen
June-Hee Lee
Dachuan Zhang
Oleh Kiselychnyk
Baptiste Bourreau
Omar Costilla-Reyes
Santi Caballé
Avi Ma&apos;ayan
Encarna Pastor
Adam Lanzarotta
Arun Yadav
Swen Bosch
Moshe Sitbon
Nada Alalyani
Jun Cheng 0004
Yu-Chieh Huang
Patricio Cortes
Simone Corbellini
Davide Boscaini
Chengzheng Sun
Alfonso Farina
Valentina Zega
Yingqi Li
Yanfang Wang
HoYeon Nam
Michael Kazhdan
Bingjie Zhu
Antonio Alex-Amor
Makoto Ikeda
Alfonso Pierantonio
Kenshi Saho
Helala AlShehri
Brian Philofsky
Zhicong Huang
Tomoki Yoshihisa
L. Zhang
Renaud Pacalet
Gongzhu Hu
Amin Gholizad
Kent Tsz Kan Cheung
Elisabeth Oswald
Moritz Hanika
Silke Jansen
Christopher O&apos;Handley
Ian Jennions
Arturo Eduardo Munoz-Castro
Sohyun Koo
Salvador Sala-Pla
Xinfan Lin
Leyou Yang
Carmen Hernández 0001
Maryam Amiri
Milos Stojmenovic
Chenfei Zhang
Céline Roudet
Salvatore Venticinque
Saad B. Qaisar
Lukas Klodt
Gustavo Furquim
Pengcheng Xi
Vikram Kumar
Alin Pantea
Linyan Chang
Seockjune Kim
Myung Gwan Hahm
Siddhartha A. Singh
Abbas Mohimi
Raffaele Civelli
Andrew Raij
Ijaz Ul Haq
Md. Waseem Ahmad
Hai-Peng Ren
Francesco Luti
José Barata
Himanshu J. Sant
Qingyu Fan
Yanan Zhi
Ruchi Kachhia
Klaus F. Côco
Rafael García
Jie Nie
Junhui Han
Hongqi Ben
Yun Cao
Kaori Ishii
Minhwan Yu
Siwei Cheng
Mingwei Wang
Yerai Berenguer
Yuru Lin
Melody Moore Jackson
Weili Dai
Hesheng Wang
Maoling Yan
Xian-Kun Sun
Gerhard P. Hancke 0002
Huseyin Birkan Yilmaz
Ricardo Albarracín Sánchez
Xiaolei Wang
Shaoming Wei
Min Gan
Abdelouahid Derhab
Brian Jeppesen
Duk-jin Kim
Alireza Ejlali
Tai-Yu Chen
Manuel Huber 0001
Julian Severiano Rodriguez-Acevedo
Panut Wibulpolprasert
Chunrong Peng
Yaqi Fang
Chen-Te Chiu
Daniel Rodríguez
Alberto Luviano-Juárez
Ming Xin 0001
Kangjian Qin
Hakan Wieslander
Yuntian Liu
Jonathan Lee
Sonia Blasioli
Wenting Zhi
Masa-Aki Fukase
Hao Guo 0004
Ki-Hong Park
J. M. Shafi Ferdous
Yoji Kitani
V. Subrahmanyam
Nader El-Taweel
Jae-Neung Lee
Ying Cao
Deming Wang
Birendra Singh
Chia-Chi Huang
Frank Windrich
Yen-Ting Cheng
Jing Liu 0004
Stephen M. Hewitt
Shanhe Su
Luigi Sanasi
Janne Heikkilä
Joaquim M. Maia
Daquan Feng
Mario Marchesoni
Hongtao Zhang
Yiwu Wang
Sung Ho Cho
Robert Sheehan
Jin Guo 0003
Choon Ki Ahn
Carles Teruel
David Darmon
Akshat Arora
Cigong Yu
Teng Li
Wei-Sung Chen
Min Wu 0002
Lingjuan Zhao
Mohammad Ali Khalighi
Kazi Mohammed Saidul Huq
Nai Yue Chen
Changzhi Wu
Zuanhong Yan
Cally Gatehouse
Hwasoo Seok
Ziya Can
Assefa M. Melesse
Simone Melzi
Fermín Barrero-González
Diego Antolín
Jin-Ho Lee
Akihiro Fujiwara
Scott Fruin
Akihito Kawai
Jing He 0003
T. Y. S. S. Santosh
Francesca Iacopi
Chunqing Wu
Giuseppina Prezioso
Qiuzhao Zhang
Guillermo P. Falconi
Jaisiel Santana
Lukas Brandhoff
Nityananda Sarma
Andreas Hein
Yu Lin
Saban Ozdemir
S. Bu
Xingbin Zeng
Leslie Ponder
Xin He
Seungyong Ko
M. M. Rajan Singaravel
Wencheng Tang
Qiang Liu
Ren C. Luo
Hafedh Ben Abdelghani
Farhan Naeem
Tantikorn Pichpibul
Tzer Hwai Gilbert Thio
Sylvie Cazalens
Gunther Notni
Thomas C. Knott
Jasper Goseling
Michael R. Jantz
Faye Cameron
Prithvi Sriram
Pedram Mousavi
Ashwin Narayan
Madina Shaimerdenova
Olivier Bodini
Felix C. Freiling
Kristofer Henderson
María Angélica Astorga Vargas
Maximilian Weiherer
Oluwakemi Tovide
Hemant Rathore
Manan Suri
Concepción Crespo-Turrado
Sylvain Kuoch
Sriram Subramanian
Jae-Won Moon
Qi-Ru Wang
Suleman Shahid
Guy Godin
Hennry Mauricio Pilco
Damien Kinet
Amr Tolba
Haibo Wang 0003
José G. Arceo-Olague
Farhan Riaz
W. W. Deng
Ana Cristina Bicharra Garcia
Ilhan Aslan
Debesh K. Das
Elena Balashova
Zhouzheng Gao
Wenfeng Yin
Hossein Ziaei Nafchi
Juri Papay
Jing Wang
Pin Hu
Hilary Davis
Shichang Chen
Xicheng Tan
Nikolaos G. Tsagarakis
Jianwei Yin
Niklas Karvonen
Saverio Salatino
Anh Tuan Nguyen 0004
Su Zuo
Peter Fremerey
Chao Sun 0004
Lionel Torres
Zhirui Wang
Emmanuel Bello-Ogunu
Xiaobo Dou
Bogdan Lipiec
Birgitta Ruth Knudsen
Yi Fang 0005
Simon Thibault
Xiaodong Gao
Luca A. Tagliafico
Shaowu Zhou
Mendel Broekhuijsen
Man-Ho Kim
Marshall Forney
Sidan Du
Weijian Ni
Robert Klopfleisch
George Chennell
Jin Du
Carlo Ratti
Miki Ishimura
Stefan Guthe
Mingzhi Chen
Venera Nurmanova
Raffaele Santamaria
Steffen Gauglitz
Petra R. Kleeberger
Yansong Cui
Michael A. Murphy
Yasir Ismael Abdulraheem Al-Yasir
Youping Fan
Enzo de Santis
Jan F. Haase
Shihong Ding
Tim Regan
Cheng-Zhong Xu 0001
Rocco Aversa
Johannes B. J. Bussmann
Junho Lee
Gang Min
Daniel Greenheck
Iven Mareels
Agnese Sbrollini
Francisco D. Molina-Aiz
José Manuel Cantera
Roksana Muzyka
Sung-Yun Park
Zin Mar Kyu
Elineudo P. Moura
Aleksandar D. Rakic
Mohammad Yahya H. Al-Shamri
Gerardo Sacarelo
Emmanuel Karampasis
Eduard Garcia Villegas
Yutaka Watanobe
Dmitri Vinnikov
Xiaochuan Sun
Bin Dong
Kshitij Lele
Matthieu De Mari
R. Cowart
Vishal Verma
Junhao Hua
Víctor Ayala-Ramírez
Wuyang Zhou
Frank Melandsø
Kevin Doucet
Brian Cline
Chao Fang 0001
Huifang Min
Bing Li
Rolf Schwitter
Shili Chen
Gang Wu 0004
Raúl Lara-Cabrera
Sung Ung Moon
Pengpeng Zhao
Krystal R. Fontenot
Ming Li
Zheng-Ge Huang
Timothy Merritt
Sarah Martindale
Mustafa Atici
Dheeraj Bobba
Malikeh Pour Ebrahim
Chiu-Hung Chen
Timmy Gambin
Ayan Paul
Lebing Jin
Siyu Leng
Alba J. Jeronimo
Yao Qu
Yifeng Hu
Nasser Al-Emadi
Fernando Boavida
Evgeny A. Kuzin
Yajun Xie
Janez Brest
Michael D. Collins
Xiaoying Gu
Liangjian Lyu
Che-Yu Chang
Chuan-An Cheng
Adrian K. Clear
Georgios Alexandrou
Catherine Faron-Zucker
Michele Pastorelli
Karaputugala Madushan Thilina
Neeli R. Prasad
Arcangelo Merla
Yong-Ki Lee
Nilesh R. Lohote
Steven Neale
Gwendal Simon
Deepa Kundur
Shaohua Zhong
Xi Chen 0009
Stefan Liszio
Sergio Lucia
Chao Hu
Juliette Mattioli
Guoli Song
Roobaea Alroobaea
Alan Garwood
Xiaodan Wang
Kuru Ratnavelu
Tian Pan
Xiaoyan Liu
Xisheng Dai
Xiaocong Su
Yonghao Gui
Jinglin Zhou
Aziz Boukenter
Khanh Tran
Malika Auvray
Jie Zhao
Huayan Pu
Zheng-Jun Zha
Omar Alfandi
Bor-Shyh Lin
Wenchuan Cai
Jinse Park
Jesús Gutiérrez-Gutiérrez
Daoyuan Sun
Micael P. Xavier
Baoping Jiang
Naveen Kumar
Thichakorn Phonarin
Qingjie Huang
Maria Jose Jimenez
Kentaro Akiyama
Rémi Bismuth
Kiyoshi Kotani
Thomas Stanger
Sumit Goswami
Baohua Teng
Sumei Sun
Xingyuan Yan
Alec Rose
Ester Tarantino
Iluminada Baturone
Dae-Keun Choi
Yansong Gao
Tom McKlin
Jong-In Song
Yushiro Yamashita
Sajawal Ur Rehman Khan
Shin Hur
Sergio Llorente
Paulo Leitão
Oluwarotimi Williams Samuel
Guanbin Gao
Jie Dong
Changwei Qin
Hung-Min Hsu
Mohammed A. M. Abdullah
Junwei Wang 0002
Taejung Kim
Cui Huang
Jianxiong Wu
Manuel Arroyo Morales
Hongli Liu
Yipeng Liu
Fabio Babiloni
Tsutomu Oshita
Tamal K. Dey
Nayak M. Akshatha
Ruijie Zhu
Toyoshiro Nakashima
Mahdi Tavakoli
Qian Gao 0003
Joseph Rafferty
Rebecca Montanari
Jinsong Hu
Santiago Royo
Faiz Alotaibi
Danilo Vona
S. Yasmin Fathima
Wissam Fawaz
Turki F. Al-Somani
Giovanni Mazzeo
Shaomin Mu
W. Patrick Arnott
Frédéric Dufaux
Encarnación Robles
Arianna Bonzanini
Marco Pini
Shieh-Yueh Yang
Shauchun Wang
Xiaorong Xu
John Hird
M. Omar Al-Kadri
Wei Chen 0028
SunHo Bae
Mehrdad Moallem
Jérôme Berclaz
Yoshikazu Mizutani
Hui Tian
Irfan Ahmad
Qing-Xian Wu
Antoine Seilles
Ralph P. Tatam
Huixiang Zhang
Anna Florinskaya
Jesse Josua Benjamin
Ranjan Kumar Behera
Minseok Song 0002
Amin Hasanzadeh
Patrick Prendergast
Michael F. Worboys
Shuying Huang
Zhenxian Fu
Carlo Braccini
Honggang Zhang
Catherine Ball
Tinghai Cheng
Chris Bailey
Francesco Spinelli
Fei Hu
Yuan Yuan 0006
Shitao Zhu
Cao Vu Dung
Fei Jia
Kwanghee Nam
Sven Fielsch
Dapeng Man
Ziaul Haq Abbas
Tommaso Melodia
Vasileios Porpodas
Javier Calvente
Carla Manni
Xiaohua Ge
Nan Liao
Na Xu
Greg de Boer
Wen-Tzeng Huang
Troy W. Lowry
Theodora A. Varvarigou
Branislav Kusy
Christos Koukouvinos
Ibrahim A. Abbas
Jongyul Kim
Eunjeong Ko
Michael J. Roemer
Ciprian Harlisca
Kihyun Park
Richu Sebastian C
Males Tomlinson
Gerardo Honorato
Mu Li
Jing-Jou Tang
Xinzhu Meng
Erik L. Bengtsson
Rino Falcone
Dennis Roberson
Antonio Ramos Paz
Muhammad Faisal Amjad
Guanyu Li
Kaiyue Wang
Andrés Agustín Ignacio Quiroga
Andrew Waddington
Peter F. Stadler
Tajana Rosing
Minghao Tong
Eloise G. Zimbelman
Armando Viviano Razionale
Pedro Henrique Juliano Nardelli
Ran He
F. E. Segura-Quijano
Wei Cui 0001
Baoling Han
Wenxing An
J. Ping
Adnan Ahmed Khan
Kyosuke Matsuda
Patrick Traynor
Sheng-dong Mu
Santosh Khasanvis
Qijun Deng
Liancun Zheng
Zhiyong Xiong
Alexander Brunker
Zao Yi
Yu Wang 0002
Suyan Shan
Juan C. Cruz-Victoria
Linda B. Sherrell
Gyouho Kim
Melissa Zelaya
Shafa-At Ali Sheikh
Xi Zhao
Tetsuya Matsuda
Takuto Nakamura
Enrique Vigueras-Santiago
Aritz Arrate Galán
Ana Maria Moutinho
Raul Peña
Hyon-Gon Choo
Didier Dumur
Naziha Shekh Khalil
Ya Hui Qian
Xinbo Huang
Limei Song
Zhiduo Sun
Nikolaus Demmel
Hans Lilja
Jin-Yuan Chen
Michael Wallner
Ulrika Engstorm
Qiang Ma 0004
Donatella Darsena
M. Jamal Deen
Jay M. Rosenberger
Ryan D. L. Engle
Jürgen Kurths
Tomohiko Ogishi
Bei Zhang
Léon-Paul Schaub
Abraham Marquez
Yahya Isik
Xiaowei Wang
Gill Barequet
Francesco Orciuoli
Alister G. Burr
Chen Chen 0028
Yong Yuan
Gunasekaran Raja
Jason Mars
Guillermo O. García
Naser Ojaroudi Parchin
Marzia Zaman
Raad S. Alhumaima
Antonio Ruiz-Gonzalez
Ziyan Wu
Lasse Hansen
Ashish Choudhury
Christian Zöllner
David Coe
Ali T. Alouani
Sam Banani
Declan O&apos;Loughlin
Sabarish V. Babu
Pierre Belanger
Guoliang Zhong
Wen-Sheng Zhao
Sergio Cruz
Daniel F. Keefe
Zhengbang Zha
Changchun Hua
Yin Ye
Tarek Hamrouni
Takuya Inumaru
Dae Geun Han
Igor V. Kotenko
Prajwol Kumar Nakarmi
Yann Lamy
Xingdong Liang
Zakaria Kasmi
Sanghyun Kim
Ye Lu
Zhiming Liu
Fengqi Yu
Albrecht Schmidt 0001
Alberto Zanella
Dalila Szostak
Viktor Seib
Niklas Carstens
Shaojie Zhang
Sishi Huang
Karthikeyan Sundaresan
Pramit Sood
Masaaki Nagahara
Peng Jiang
René Kizek
Wenqiang Chu
Kin-Lu Wong
Yongfeng Wang
Chaynika Taneja
Stelios Krinidis
Longfei Wu
Kyu-Hwan Lee
Rita Biltes
Yi-Shin Deng
Granit Luzhnica
Jian-Cheng Li
Thorsten Graunke
Michael Stonebraker
Jung-Hwa Wui
Jan Vykopal
Joan Navarro
Nicholas J. Long
Karina Lebel
Liang Zhang 0010
Alan J. Marshall
Xiangyu Wu
Anette Alen-Savikko
Martijn ten Bhömer
Felipe Alonso Atienza
Jianqiao Zou
Ciro Attaianese
Yurii Dzhezherya
Hau T. Ngo
Hyongsuk Kim
Bing Hu
Abdulmohsen Al-Thubaity
David D. McManus
Somitra Kumar Sanadhya
Lan Xiao
Duc V. Le
Jun-Xia Zhang
Tawana Simons
Florian Beguet
Nor Hisham Hamid
Isao Shimoyama
Basant Subba
Nicoló Boni
Serdar Abaci
Irina Torres
Yu-e Sun
Roemi Fernández
Jing Zhang 0015
Ghadah Aldabbagh
Ivan Panchenko
Akiyoshi Takitani
Weidong Xiao
Denise A. McKahn
Ooi Lia
Wenxiu Sun
Annika Schäfer
Elisabetta Marini
Yuanjie Zheng
Davide Abati
Aleatha Parker-Wood
Chin-Shiuh Shieh
Neelabh Kashyap
Xiangchen Qian
Wenlin Li
Chien-Wu Lan
Malthe Emil Blichfeldt
Seyed Milad Tayebi
Juan Herrero
Gianmario Motta
Thomas Lembrechts
Valère Plantevin
Baocheng Wang
Junyao Long
Tadaaki Hitomi
Mariusz P. Wilk
Madhav Bhatt
Wei Yang 0006
Minqiang Xu
Preetam Mukherjee 0001
Yuto Ozaki
Yuyang Peng
Gong-De Guo
Huseyin Atakan Varol
José Carlos Palomares Salas
Tian-Shyr Dai
Chisheng Wang
Lucie Leveque
Beatriz Gallego-Nicasio Crespo
Han-Chieh Chao
Olabisi E. Falowo
Patrick Favetta
Danyang Qin
Adrian Chmielewski
Yingwei Zhu
Mohit Nigam
Dazhi Wang
Marc Dalmau
Zhipeng Gao
Tetsuya Kobayashi
Palanisamy Selvaraj
Patrick Oswald
Sungho Jang
Cuijie Li
Johannes Vogt
Rasoul Shalchi Alishah
Florian Überall
Mauricio Sepúlveda
Maged Abdullah Esmail
Hao Liu
Adrien Girard
Fatima Shoaib
Hurng-Sheng Wu
Jean-Pierre Pedeboy
Insup Lee
Jordi Tost
Tingyue Li
Wolfgang Templ
Kanthi Nagaraj
Ning Ye
Meira Chefitz
Lua Perimal-Lewis
Mubashir Ali
Jean-Jacques Chaillout
Habtamu Zegeye Alemu
Oguzhan Özcan
Lei Liang
John Bagterp Jørgensen
Frank Ebner
Bala Prakasa Rao Killi
Vinod Kumar
Ze Liu
Lingfu Kong
Jiming Guo
Baihua Li
Neha Malik
Julien Goncalves
Shichao Huang
Thomas Kral
Weifang Zhang
Sergio Nesmachnow
Sang Min Yoon
Brent K. Jesiek
Xiao Jiang
Cheng Shu
Zhiyong Chen 0001
Young-Ju Jeong
Krzysztof Oprzedkiewicz
Yuval Filmus
Xun Gong
Cheng-Chew Lim
Luís Flores
Saskia Coulson
Shunsuke Iki
Francesco Giacinto Lavacca
Yuihui Deng
Liang Liu 0003
Mohamed K. Elhadad
Loutfi Nuaymi
Emilio Gómez-Lázaro
Carlos Palacios Riocerezo
Xiaoqing Tan
Imad Aad
Mirjam Pijnappels
Chunyu Miao
Aggelos Amditis
Ismail M. Keshta
Tahiyah Nou Shene
Dan Chia-Tien Lo
Guoyun Lv
Tomasz Tarczewski
Myonglae Chu
Ikuro Mizumoto
Kyujung Kim
Mohammad Rouhani
Abdelkader Lahmadi
William Hoiles
Hendro Agus Santoso
Yong-Fu Wang
Amy Carr-Bottomley
X. Ge
Song Cheng
Chih-Chen Chang
Tong Li
Djamel Khadraoui
Mostafa Ammar
Yu-Chung Li
Pawan Kumar
Sirine Rebai
Guilin Huang
Aleksandar Radu
Zhufei Chu
Yancheng Liu
Minjie Lian
Yao-Wen Kuo
Nikolaj Haulrik
Ana M. Llor
Claire Fenouillet-Béranger
Feihu Yan
Mohammed A. El-Meligy
Emmanuel Mogaji
Camille Barot
Xiao-Ting Gan
Baohua Nie
Kai Peng
Ebba Fransén Waldhör
Ioannis Patras
Mengchao Ma
Chun-mei Dong
Patrick Teall
Hongzhi Zhang
Guadalupe Ortiz
Heiko Ludwig
Po-Cheng Lai
Chunhe Xie
Mohamad Afendee Mohamed
Bo-Yeong Kang
Wenxiang Yang
Tawsif Ur Rahman Choudhury
Zuren Feng
Mehdi M. Molu
Qin Li
Filip Gustafsson
Jiapeng Wu
Heejin Kim
Dongdong Zheng
Quang-Trung Truong
