:START_ID(Author)	:END_ID(Article)
Aneesha Singh	2992
Yueming Lu	18616
Qian-Lin Lei	15376
Xiaofei Xu	18294
Sharmila Tranquebar Girisankar	1266
Kuan-Ta Chen	1793
Yuan Chen	11975
Virendra Singh	1035
Ulrika Engstorm	14758
Yuli Yang	17806
Aleksandar Radu	10257
Ah-Lian Kor	7603
Eunji Lee	13076
Sajjad Mahmood	7331
Zi-Ye Gao	887
Sarangapani Jagannathan	1919
Di-Hua Zhai	4373
Jinpeng Yu	8341
Adeel Akram	11356
Lingyun Zhou	15024
Victor Levi	16882
Payman Moallem	15249
Ruifeng Li	16506
Joonho Kwon	1337
Prithvi Sriram	9731
Junichi Akita	281
Majed S. Al-Ghamdi	3771
Qinlong Huang	3299
Nak Yong Ko	5242
Pranju Chakrapani	4625
Yongjian Yue	6681
André de Oliveira Bueno	18401
Walter De Raedt	7470
Arthur Carvalho	9017
P. J. Narayanan	10730
Sina Zangbari Koohi	117
Lúcia Bilro	16755
Gregory Dobler	4766
Robin E. Kim	15058
Byung-Hwa Park	18409
Xinyu Wang 0002	9736
Ryota Koshiyama	3067
Robert Hudec	8980
Shi-Yu Huang	16076
Eli De Poorter	4392
Xiaojing Chen	15402
Jinglin Shi	5986
Yachao Zhang	16768
Fangling Pu	10459
Dimitrios Velenis	4856
Weili Dai	4761
Zheming Liang	5448
Qiaodong Cui	6905
Yonglu Liu	16895
Fu-Tao Hu	18765
Carlos Zapata	2610
Rui Su	4218
Joanna Kijak	4193
Lorenzo Peppoloni	6092
Olav Tirkkonen	2629
Preben Hansen	10269
Huan Long	434
Guo-Quan Lu	1148
Bo-Hui Tang	8078
Carlos Morillo	9621
L. Wan	7558
Vishwanath Pooneeth	13799
Sung Hyun Jo	17966
Valerio Vignoli	17193
Hao Chen	6513
Payel Ganguly	1884
Youngsun Kim	2970
Kazuhiro Takahagi	5041
Felipe S. Delgado	7900
Yi Huang	1079
Diogo Cabral	7293
Arash Nejadpak	7798
Xianfu Lei	13730
Khyati N. Patel	633
Ido Aharon Iurgel	8306
Klaus Michael Spohr	8419
Yi-Chen Chen	4224
Maryamsadat Tahavori	8162
Lyes Djoumi	8889
Xu An Wang	3439
Cristian H. De Angelo	6821
Jaydev Dabas	7187
Deanna Ayupova	10371
Eric Monmasson	12128
Sabrina Marczak	6249
Sujit K. Biswas	9562
Masood Masoodian	5267
Jianan Bai	4993
Krzysztof Wincza	18054
Fredrik Rusek	19403
Hailin Zhang 0001	16693
Praveen Rao	311
Aditi	11561
Hyeok-Ki Shin	499
Yuan Jiang 0003	17867
Yonggang Zhang	9990
Gennaro Boggia	6071
Lv Zhou	1417
Jun Takada	3410
Behzad Jandaghi	2188
Priyadarshini Dey	6004
Nassim Ammour	13200
Keyun Qin	1253
Bingfang Wu	11800
Ettore Stella	16018
Fangliao Yang	16352
Jonny Huck	16406
Andrés Lucero	15335
David Xu	17048
Muhammad Irfan	19871
Fushan Wei	5563
Michal Choras	4524
Alireza Gorji	7467
Wooyeol Choi	15919
Iickho Song	17949
David J. Love	19179
Thomas Kral	163
Himal A. Suraweera	5823
Liang Zou	3230
Timothy E. Moellendick	12098
Lingfeng Zhou	793
Kamal Meghriche	8823
Maxime Sermesant	12688
Plamen A. Demirev	13191
Kun Bai	12721
Hans-Berndt Neuner	12597
Sheng Bi	19373
Setsuo Yamada	16200
Shinichiro Haruyama	16361
Chunghun Kim	1844
Corrado Aaron Visaggio	3498
Guibo Zhu	12504
Dimitrios Askounis	14893
Zhenning Jimmy Xu	16994
Chang-Hyeon Sung	18078
Sylvain Tourancheau	3211
Xiaomeng Li	13376
Jose-Luis Bayo-Monton	6154
Paolo Giaccone	14059
Declan Casey	2993
Max Pfeiffer	3528
Vijay Deep Bhatt	1106
Niliana Carrero	9173
Fengjun Yan	11065
Pierluigi Taddei	8664
Erin Whelan	4188
Yoo Sang Choo	8737
Georg Sigl	4652
Kwamena Appiah-Kubi	8648
Lajos Torok	12084
Yalan Ye	11978
Jean-Luc Baray	14
Lidia María Belmonte	5388
Qing Hu	5731
Juan A. Tapia	9956
Jaber A. Abu-Qahouq	8308
Adel Najar	7840
P. S. Kalyan Sasidhar	4304
Dukjin Oh	13580
Kyoungoh Lee	10560
David Pirrò	9171
Daniel Burgos	18452
Christophe Messager	17201
Shuqing He	18890
José Luis Sevillano	18841
Zhaoli Yan	3157
Chia-Tien Dan Lo	15040
Christopher L. Magee	17636
Shan Jiang	12604
Anish Prasad Shrestha	1115
Junfeng Wang 0003	19037
Arnaud Buhot	12761
Ravi Vatrapu	12642
Devarajan Ramanujan	5654
Guanwei Chen	6539
Yusuf Ozturk	8343
Cheng Peng	12465
Musashi Nakajima	1762
Zhen Wang 0003	6822
Serge G. Petiton	5877
Muneer Alshowkan	18880
Zhijian Huang	15294
Léa Jaccoud El-Jaick	10086
Kai Hu	1354
Shou-Nian Ding	3127
Francisco Esquembre	15617
Daniel Delling	2
Sijie Niu	6639
Li Li 0012	4834
Miriam Luque Chipana	13349
Enric Mor	12854
Bum-Joo Lee	4416
Florian Überall	17438
Limin Jiang	12679
Damien Patrick Williams	2226
Kaan Yücer	5035
Zhenyu Xiao	5684
P. Tamilalagan	16840
Quentin De Smedt	3124
Jesús Requena-Carrión	13066
Rijil Ramchand	2586
Salem Salem	13278
Jun Sang	6359
Xiaoping Zou	7512
Rashid Mehmood	14861
Gaopeng Guo	16956
Kim Fung Tsang	18499
Jonathan Rodriguez 0001	6151
Dae-Chul Kim	18863
Steven Beekmans	1181
Mahmoud R. Elhebeary	16683
Tianxiao Song	4059
Guangjie Han	14641
Waqqas Ahmad	16484
John Christensen	2670
Eero Willman	4996
Qiang Gao	2490
Miguel Díaz-Cacho	5892
Erich-Christian Oerke	15480
Yuegang Tan	9754
Daniele Ravì	13801
Midhat Jdeed	6783
Phuc Chau	7069
Rebecca Pohlner	16358
Pedro Estrela	11082
Andrew Allison	15107
Dario Di Mauro	6118
Sravani Teja Bulusu	8851
Silvester Saimin	17903
Belkacem Saghi	1473
Luka Humski	14931
Rahul Sukthankar	18557
Turaj Amraee	5134
Can Zhou	18841
Tzung-Pei Hong	14488
Jifan Hu	8030
David Pautler	2456
Yang Tang	11534
Gilles Kassel	8388
Pedro Henriques Abreu	2166
Luigi Cassioli	780
Martin Waeny	9078
Hadi Givi	10578
Lin-Fu Li	19144
Toniann Pitassi	16209
Theoharis Theoharis	15900
Guillaume Zahnd	7390
Shuuichirou Murata	19569
Shisheng Huang	5339
Natan Schechter	4819
Onur Alev	19242
Onnik Yaglioglu	10041
Jiuchun Jiang	16532
Denzil Ferreira	17959
Hamid Reza Khosravani	3924
Alberto Olivares	15941
Mark Scanlon	11196
Xiaochen Meng	11465
J. Koike	8153
Tomoaki Ohtsuki	18232
Michael Merry	9741
Rongxin Cui	12809
Xiuxiu Wang	17375
Maher Alsaaod	18209
Jiejie Dai	7355
Nurafiqah Johari	15232
Timo Sztyler	16713
Jun-ichi Itoh	9486
Kanza Gulzar	10782
M. Raoofian Naeeni	16594
Matthew Davidson	3427
Dongjie Bi	12364
M. K. Gupta	13822
Sherman S. M. Chow	3688
Bal-Ram Adhikari	3345
Marcin Wolkiewicz	10736
Bertie Chen	5695
Zhi Zhang	15833
Shuang Ding	7746
Xiangyu Zhang 0002	2361
Lutz Hören	2665
Livier Rentería-Gutiérrez	10922
Sébastien Pillement	5027
Cheng-Hui Li	17121
Yejun He	9649
Patrick Kania	33
Rodrigo Correa	4756
Yeqing Yan	12404
Lucas Dias Palhao Mendes	13297
Jin S. Lee	19745
Sungho Choi	12754
Thomas Parr	10049
Gong Cheng	3980
Heidi Pi Jensen	3916
Aleksander Skala	8217
Xia Wang	6023
Giovana Cover	14093
Duarte Dias	19123
Panagiotis D. Bamidis	2805
Rengaswamy Srinivasan	1454
Quanxue Gao	18316
Siliang Du	6451
Najah A. Abu Ali	5353
Diego Lopez-Torres	17178
Jae Kyeong Kim	18488
Nandini Mukherjee	17127
Heye Zhang	11520
Joongheon Kim	10406
Piotr Cholda	19635
Óscar Oballe-Peinado	3112
Andoni Beriain	4329
Wen Jiang 0004	2518
Kaiyu Zheng	12300
Mandy Grundmann	6816
Christian Bernard	15630
Sergio Castiñeira-Ibáñez	13531
Ramón F. Brena	11796
Cungang Yang	14235
Tingwei Cui	19079
Michelle Sergent	2597
Yangyang Wu	15424
Yanzhen Qu	18423
Seok Hyun Cho	16764
Vincenzo Mariano Mastronardi	19334
Bartosz Pawlowicz	4798
Changyun Wen	11829
Yunhong Wang	12351
Mauro Girotto	3305
Ren Zhu	13711
Jeon Woong Kang	14490
Shunpei Yuasa	5671
Hung-Wei Wu	2310
Enrico Emanuele	3946
Robinson Piramuthu	4696
Kui Yang	2019
Ying Wang 0002	13825
Nauman Aslam	12087
Hengliang Zhang	18294
Yun-Li Li	269
Junfei Qiu	16813
Juan E. Tapiador	8080
Xinge Zhu	6938
Gregorio L. Blanco-Roldán	16692
Bianca Danczul	3772
Phillip J. Kollmeyer	6553
Prashanth Swamy	9821
Aamer Iqbal Bhatti	15975
Carlos R. del-Blanco	6042
Samira Hosseini	11810
Simon Ripperger	17512
Olivier Billoint	4361
Jorge Cruz 0002	8985
Djamel Khadraoui	8276
Jason Brier	17233
Zhongzhao Zhang	14670
Yi Qian	16351
Li Dong	3303
Kamil Kowalczyk	11364
Nele De Schepper	17110
Aniket Anand	404
Bo-Lin Chen	9490
Charalambos Poullis	33
Ferdous Ahmed	5913
Steven Lenhert	2831
Chang Ha Lee	5609
Jan Brandts	4909
Nejib Ben Hadj-Alouane	7999
Liang Chen	10487
Ahmed Nader Mohieldin	6393
Tatiana V. Avdeenko	10224
Muhammad Murtaza Khan	12210
Houxiang Zhang	837
René-Vinicio Sánchez	15309
Ashraf Tahat	9453
Uma Rani T. M	13081
Constanze Lenoble-Hoskovec	15623
Martin Pecka	16150
Y. X. Xiao	17996
Derek D. Lichti	3093
Harry Bulstrode	18301
Yuntian Xue	18343
Zanoni Dias	3125
Patrícia R. Sousa	6744
Jasmine Cashbaugh	16645
Haseeb Ur Rahman	10648
Kiyota Hashimoto	5126
Noor M. Khan	6889
Roberto Sabatini	19537
Juan David Hincapié-Ramos	8540
Jinyin Chen	13729
Roberto Sarmiento	3209
Aintzane Armentia	7414
Janet Moore	17461
Geraldine Jamieson	1139
Fabien Gays	10128
Carlos Abraham Soriano-Rangel	9616
Nagender K. Suryadevara	8541
Kyle Johnsen	1887
Yuhang Zhao	13760
Esmaeil Ebrahimzadeh	3457
Ruby M. van Stein	8750
Zhenhong Jia	10376
Tianming Zhan	763
Wei Dong 0001	11825
Beixiong Zheng	4629
Matic Krivec	106
Devki Nandan Jha	13464
Dominique Bechmann	15186
Donald Kossmann	12228
Yoan Miché	9572
Su Yang	1495
Miroslava Holá	2293
Xiaoxia Zhang	12393
Jinsik Kim	3630
Ankur Handa	10553
Liang Liu 0003	12818
Jiehua Zhu	13374
Hongwei Zhang	13561
Sinan Li	14765
Arbab Waheed Ahmad	406
Marijke Coetzee	619
Guoyu Zuo	12837
John Panneerselvam	669
Min Ren	4154
Karol Gotz	15977
Hao Jiang 0007	18124
Jun Tanii	15281
Felipe Espinosa	14351
Masoom A. Haider	16330
Jingmin Yin	16992
Myeongjong Yu	14224
Peter Michael Young	494
Gianluca Borghini	2206
Hazlina Md Yusof	4353
Quentin Le Sceller	13578
Zhengkang Chen	15700
Thibault Langlois	16555
Tharek Abdul Rahman	231
Elisabeth Oswald	11323
Zhongze Wu	10552
Abdulkadir Yurt	11887
Zhiquan Deng	18646
Jiabi Liang	3761
Vlad Stefan Barbu	7733
Antonia Mireles Medina	12229
Terng-Yin Hsu	214
Naoto Mukai	15300
Claudia A. Pérez-Pinacho	16316
Huihong Cai	6138
Rashidah Sukor	10370
Patrick C. K. Hung	9020
Seyed Farokh Atashzar	3791
Arion Neddens	3061
Manal A. Alaamery	14456
Xiaole Ma	17362
Vladimir Ilchenko	8497
Chin-Cheng Chen	13881
Tobias Ziegler 0001	8135
Xiaohui Zhou	10345
Bertie Chen	6477
Rui Sun	13215
Amir Yehudayoff	363
Ashutosh Jha	12575
Zhi Li	7056
Guomin Zhan	14478
Qian Junlei	17021
Giuseppe Cacciatore	3911
Jiayi Wang	8274
Ingelin Clausen	8938
Jens Vankeirsbilck	4713
Alexei Medvedev	4441
Samuel J. Reinfelder	5658
Hristina Uzunova	167
Joongsoo Lee	16844
Maxine Leis	2940
Chengxiang Zhu	7506
Jiyao An	724
Gaddi Blumrosen	7022
Alf Gerisch	5795
Fan Feng	8306
Sandra Verhagen	8577
Ilyas Ozgur Ekmekci	15067
Yuan He 0006	19138
Weihua Guan	14823
Andrew Ross	731
Albert-Miquel Sánchez	11158
Ravin Balakrishnan	16364
Yadana Theins	15341
Xinyi Lu	5194
Sangil Choi	5593
Joel Mandebi Mbongue	355
Hongzhi Yang	11237
Dimitry Van der Zande	11454
Paul-Emmanuel Brun	6649
Gui-Bin Bian	359
Jacek Szaltys	15807
Yan Liu	5604
Kouki Fujioka	12349
Yechao Bai	16670
Hsiu-Chi Chen	7305
Ying Sun	7077
Detlef Scholle	13170
Han Horlings	6920
Jihane Boughaleb	13819
Jia-Xin Hou	224
Yonglin Bao	13561
Jiujiu Liu	12616
Syed Zain Raza	15321
Sergio Colangeli	9578
Bangyou Zheng	3518
Juan Aznar-Poveda	9108
Meredith Ringel Morris	5696
Eric Windsor	15467
Chng Wei Lau	14960
Wenqing Fan	7554
Chang-Hee Yoo	17065
Carlos Lizama	12031
Regis Kopper	13392
Milan Erdelj	2712
Benoit Gosselin	11971
Tatsuhiko Hirabayashi	15014
Pinaki Sankar Chatterjee	11961
Won-Yong Jeon	6209
Ayaka Ikezawa	12575
Carlos Sampaio	18308
Baoshan Yang	18342
Xin Yao 0002	19409
Magnus Willander	18508
Sherman S. M. Chow	3728
Gonzalo Andres Garcia	5687
Ye Tian	4598
Rentao Gu	14531
Joachim Böcker	18717
Maïder Estecahandy	12065
Daniel M. Kane	1494
Timothée Gerber	12475
Xiaoyue Chen	8586
Francisco J. Rodriguez	17290
Shih-Hsiang Hsu	16010
Yinlong Liu	7895
Rui Feng	18293
Claudio Vidal	47
Martin González	8652
John Oliver	14464
Stephen J. Boyes	10416
Sk Jahid Ahmed	3052
Peter A. Flach	16109
Eduardo Perondi	2466
Sadok Bdiri	6177
Pingliang Zeng	3370
Yu Kang	10897
Tales Nereu Bogoni	6933
Dongwei Li	14749
Andrew Peter Longstaff	15869
Fan Xia	967
Akihiro Sugimoto	3487
Peng Zhang 0042	14244
Lei Liang	18966
Baruch Globen	6973
Encarna Sosa Sánchez	2756
Rafael J. Villanueva	19180
Junfeng Gao	15063
Joseph Lam	3796
Mauro Sgheiz	17719
Delia M. Braun	18690
Jan Jezek	18123
Asit Kumar Das	18707
D. Frank Hsu	4259
Detlef Lazik	2373
Talha Irfan Khan	14130
Ruymán Reyes	14556
Francisco Marinho Rodrigues	7942
Nico W. M. Ogink	17308
Vibhor Agrawal	17402
Yuying Jiang	1491
Francisco Javier Gimeno-Blanes	860
José García	9600
Juan F. Valenzuela-Valdés	3896
Luis Guillermo Villanueva	7524
Marcel Walter	1228
Staffan Norrga	5946
Ishfaq Ali	1605
Stéphanie Chollet	11074
Federico Tombari	202
Qun Liu	7136
Wan-Jung Chang	17005
Mingqiu Dai	5942
Juan Carlos Álvarez Antón	10729
Paul C. Beard	13047
Meryem Deniz	19759
Emrecan Demirors	3814
Haiwei Dong	10772
Hsin-Ta Li	9894
Sukhan Lee	18090
Lei Yin	5491
Katsuyuki Kiso	10837
Guoxiang Liu	17462
Yan Yan	5049
Marco Chiani	18665
Hui Luo	18420
Mohamed Machmoum	8436
Yuanyu Chen	17437
Buddha Singh	10794
Emil Jovanov	14841
Daniel Klaas	18081
Mohammed E. Dessouki	3542
Quoc-Viet Dang	3784
Changlong Wang	7593
Zaki Malik	15442
Zi-Han Cheng	6804
Ayan Mallik	10650
Lin Shao	248
Harit Pandya	6432
David Green	3309
Houshang Karimi	16260
Hongze Wang	5600
Rukshani Haputhanthri	19917
Runjhun Saran	6933
Jesús Bernardino Alonso Hernández	16286
Josep Paradells	7630
Long Wen	2972
Ting Yuan	14666
Sobhan Yassipour Tehrani	9848
Daniel G. Sbarbaro	8520
Guangli Jiang	3208
John Barton	11526
Violeta Marquez-Cruz	12348
Abdol-Hamid Aghvami	13321
Weijie Zhao	6521
Ganesh R. Naik	11593
Hendrik Schneider	309
Ángel Leonardo Valdivieso Caraguay	8112
Yan Li 0023	12729
Viorel Banu	14848
Henk Jan Bergveld	7656
Judy M. Amanor-Boadu	5717
Yinliang Diao	6046
Yang Li 0011	5737
Pieter Jacqmaer	7596
Hyunjin Kim	16248
Kaiyuan Li	18285
Jonguk Lee	9691
Yang Zhan	12519
Md Ekramul Hossain	8507
Linguo Li	3493
Michail-Alexandros Kourtis	7326
Hamdan Abo Ghalyon	7925
Yu Han	6978
Kazuo Takahata	8677
Gyeongmin Ji	9097
Melike Yigit	7375
Sandra B. Goncalves	11991
Zhanqing Zhou	9937
Chris Bishop	15475
Li-Ping Tung	16667
Jianwei Huang	10936
Jürgen Wöllenstein	261
Sebastian Ruszkowski	4319
Nikhil Sasidharan	14984
Barbara Di Fabio	16501
Andrew D. Maxwell	3358
Nazzareno Pierdicca	8242
Haoyu Li 0001	16043
Yi Hou	10159
Mohd. Hanif Yaacob	15695
Seyed Mohsen Safavi	902
Nan Bi	4771
R. V. Rajakumar	13304
Rajdeep Bondade	8463
Xingting Wang	10286
Yin Zhang 0002	15191
Zhongshan Zhang	18774
Changqin Huang	10029
Miao Gao	10364
Emmanuel I. Iwuoha	13599
Gamini Senarath	14791
Bruno Carpentieri	17987
Yoshiaki Kitano	9546
Liangang Qi	18625
Juan Carlos Soler-Balcazar	17560
Depeng Jin	8186
David López-Pérez	13825
Ksenia Konstantinova	7527
Antonio Tripiana-Caballero	5297
Donghyun Beck	11507
Quentin Hurdebise	5603
Chu Luo	18680
Cecilia Moloney	14095
Tianjin Huang	7393
Shantha G. Jayasinghe	2795
Yong Ren	7701
Ken Chen	3854
Muhammad Abdul Qadir	17875
Munkhbayar Bat-Erdene	9795
Keqin Li 0001	11393
Zhihong Man	7177
Ashfaqur Rahman	14513
Junli Chen	4333
Changhe Tu	7685
András Szenes	12690
Baochang Zhang	10934
Panayotis G. Cottis	10830
Paul Hallbjörner	10954
Chakavak Esmaeili	11728
Chao Hu	3267
Osamu Matoba	17840
Ming Li 0031	15109
Xiaowei Fu	18945
Daqiang Zhang	11296
Xiao-Hui Wan	7093
Veli-Matti Kolmonen	5692
Dale Patterson	1279
Haoyi Xiong	19721
Aarne Mämmelä	5180
Liangxuan Zhang	8442
Fei Sha	5496
Ishank Sharma	15943
Biswendu Chatterjee	6357
Geehyuk Lee	17898
Shang-Hua Teng	13101
Anthony Maeder	12780
Victor Garcia	14250
Hyokeun Park	1670
Dong-You Choi	8766
Hongwei Qin	10912
Chunguang Ma	16105
Jinho Park	10769
Fazalul Rahiman Hafiz	12507
Qi Chen	18862
Weichuan Liu	17279
Gabriel Villarrubia-González	10750
Syed Naqvi	15533
Jingyu Song	2706
Luming Cheng	3243
Antoine Desnos	9720
Farah Adeeba	19644
Stephen C. Adams	16392
Aakash Khochare	17360
Gan Zhang	17926
Jingshu Wang	4025
Zhiqiang Jin	10222
Aqdas Naveed Malik	13177
Majed H. Al-Hameed	17506
Ziyue Wang	19916
Benyu Su	14623
Shunlin Rong	15713
Jung Ho Ahn	16980
Shumei Cui	16535
Yueming Cai	16329
A. V. Chertok	3550
Chaoquan Li	5541
Pushpak Bhattacharyya	18672
Thorben Iggena	16612
Thierry Larmoire	17370
Aftab Ali	6868
Reihaneh Safavi-Naini	2127
Zhongyu Li	12896
Rafael Muñoz-Terol	18320
Rania Mousa	13202
Jianhua Tong	5866
Dana Hughes	4731
Raffaele Ricatto	2310
Keith Dip-Kei Luk	8627
Kazuyoshi Suzuki	9709
Cor Scherjon	10100
Frantisek Durovsky	4382
Sivakanth Gopi	16282
Chun-Lai Li	1365
Luis Enrique Acosta	13642
Yongsheng Zhang	3806
Mark Kelly	10358
Wirichada Pan-ngum	12989
Yiwen Zhao	2363
Shouliang Han	2067
Thomas Pajor	8403
Othman M.-K. Alsmadi	13565
Franck Daout	18029
Romina Eramo	3056
Yojiro Shibako	15662
Félix Gómez Mármol	3040
Daniel Diep	8205
Mohamed Osman Ali Hegazi	5691
Kai Tian	19943
George Miskos	11639
Chinmay Jain	1488
Peter Wägemann	1706
Ee-Seul Kang	12284
Alfred Michael Franz	79
C. Dechsupa	8870
Jorge Latorre	10583
Noelia Vállez	11057
Myungjun Son	14847
William Lovegreen	5499
Benjamin Eckart	12599
Kamel Tourki	3269
Josep Vehí	7570
Jungbin Lee	13683
Ahamad Tajudin Abdul Khader	3558
Makayla Lewis	1394
Eunji Lim	9364
Scott C. Chapman	16253
Elizabeth Vargis	19096
Shian-Ru Lin	7870
Augustine Ikpehai	7912
Gianluca Frison	6041
Yuanbin Yao	8227
Giuseppe Di Modica	990
Hikmat Farhat	7249
Luming Zhang	660
Ershuai Li	11378
Reiko Kuwabara	13106
Sung Q. Lee	18915
Lin Xiong	3931
S. Sh. Alaviani	4691
King Wai Chiu Lai	2905
Luigi Fregonese	9822
Salwani Abdullah	599
Dragan Samardzija	15776
Andreas Ejupi	17348
Simon Bennertz	4978
Sakeena Javaid	6150
Laurent Gallon	9785
Wagner F. Sacco	6549
Kayla J. Heffernan	2038
Shalabh Bhatnagar	16955
Yasuko Kawahata	9590
Aamer Nadeem	386
Paolo Jose Cesare Biselli	16890
F. Wang	10294
Seonghye Kim	7253
Haik Kalantarian	3981
Vito C. Fernicola	10542
Jiamin Wei	14738
Stefan Maierhofer	4801
Zhongyuan Xu	16210
Chirasree RoyChaudhuri	12225
Taobo Gao	4645
Xiao Zhang	9647
Xiaoming Chen 0002	19723
K. Mathiyalagan	19728
Masao Ono	14684
Xiu Yin Zhang	13364
Haitang Lv	3400
Daniela Giorgi	5813
Paolo Napoletano	13969
Fenghui Ren	17253
David Arnon	18264
Mohammad Rouhollah Yazdani	3050
Zheng Ma	19518
Xuechen Zhao	1177
Awnish Kumar	17254
Anna Wang	4209
Jian Shi	4864
Barbara Stiglbauer	16441
Rodrigo Padilha Vieira	13038
O. Arda Vanli	17415
Masao Inoue	3387
Georgios Th. Papadopoulos	6541
Marcelo A. Pereira-da-Silva	14653
Jinguo Liao	6612
Tahira Asif	14615
Jen Liu	13072
Txomin Nieva	19365
Jeffrey M. Galloway	13408
Walisson Silva	17891
Erik T. Thostenson	3968
Jiahui Wang	10543
Andrea De Giorgi	14882
Gerardo M. Ortigoza	4
Xiaoning Sun	12425
Raymond Czaplewski	14431
Claudio Fiandrino	10375
Abdullah Abdulaziz Aljarboua	19264
Yoshimasa Ishi	6785
Joni Salminen	13715
Hirobumi Tomita	18922
Akio Toshimitsu	7616
Jesus M. Rebollar	6946
Rashid Mirzavand	17530
Guoqiang Zhang	18066
Jin Li-You	7153
Anand Srivastava	14120
Kai Kang	13872
José Miguel Moreno-Roldán	10461
Apostolos Tzimoulis	16368
Zhizhao Huang	19239
Pak Kin Wong	5179
Hiroki Kasahara	1300
Rantu Das	9568
Jun-Sheng Duan	14828
Mehran Asadi	18773
Mustafa Ozan Tezcan	16683
Ke Xiong	19463
Shin Min Kang	13671
Sadeque Reza Khan	18923
Junetae Kim	9877
Zhenbin Zhang	3984
Inigo Atutxa	3773
Tae Geun Kim	8438
Junhui Han	9386
Björn Hartmann	10685
Ji Li 0003	14732
Mehrisadat Makki Alamdari	9425
Yanfang Wang	10936
Cody J. Phillips	9200
Wenchao Cao	5336
Francesco Chiavaioli	12900
Luigina Ciolfi	15232
Catalin-Maricel Jureschi	19000
Sihem Cherif	3110
Michel Jamot	7218
Zi-Jun Jia	2617
Kapil Jha	9742
Uqba Saeed Ahmad	2782
Janis Lena Meissner	3672
Xinmei Bian	15033
Xiang Yu 0003	15969
Sadok Bdiri	19429
Jill C. Mayeda	8811
Filip De Turck	13119
Guocheng Li	879
Leena Vachhani	13992
Yogesh Kumar	18586
Yajuan Sun	19296
H. Jeff Smith	7912
Paul Annus	10047
Martin Jelemenský	7773
Antti Ylä-Jääski	8230
Hongkai Jiang	10954
Özlem Ertekin	5257
Farhat Fnaiech	12853
Maik Thomas	11718
Scott Cohen	16409
Muhammad Nazrul Islam	17477
Zhong Ma	3882
Yan-Kuin Su	16137
Dan Yang	13022
M. Fekry	6623
Shipra Agrawal 0001	13856
Xianbang Diao	18608
Iwao Matsuya	11950
Shinji Watanabe	1738
Saad Al-Ahmadi	8676
Piotr Piórkowski	10861
Wenan Cai	17426
Mark Sumner	18512
Stefano Casciardi	15130
Yansong Hao	5471
Awnish Kumar	12270
Chuli Hu	16893
Jeffrey T. Fong	16232
Gerhard Heyer	7447
Raphaël Romary	11325
Chen-Feng Li	4454
Chao He	3826
Myung-Yung Jeong	10190
André Renato Villela da Silva	8643
Conner Hansen	18375
Muhammad Atif	10055
Aditya Khamparia	1964
Zaiping Lin	3302
Dave Thomas	17748
Wei Han	19461
Diego de S. Madeira	19443
Masaaki Fushimi	8423
Libo Huang	9082
Licia Capra	2024
Gul Zameen Khan	4662
Juan Ruiz Álvarez	16789
Naeem Jan	8574
Zhu Li	12696
Shanshan Jin	7453
K. Mathiyalagan	11854
Luís A. Rocha	7741
Qingfeng Guan	17007
Luxia Ouyang	6119
Christopher Bongsoo Choy	7970
Danilo Chávez	13873
Jundong Li	9982
Rosa R. Lahiji	4278
Troy C. Kohwalter	13513
Shih-Hung Wang	11422
Jongduk Baek	18728
Salvatore Martino	3674
Males Tomlinson	3544
Vincenzo Di Nicola	6036
Hamurabi Gamboa Rosales	4270
Zheng Chu	13178
Pierrick Marie	18593
Natalie Jeremijenko	1002
Giovanni Danese	18673
Fabio Mavilia	2814
Luis Govinda García-Valdovinos	16567
Ron Berenstein	2459
Pavel Seda	13931
Bixin Li	4533
Xanthoula Eirini Pantazi	6651
David Espalin	19321
Jung-Chun Liu	17331
Jung-Yeol Yeom	11887
Myung-Hyo Ryu	357
André Laurindo Maitelli	9585
Alaleh Alivar	1661
Akiyoshi Wakatani	9794
Muhammad Modi bin Lakulu	12332
Muhammad Awais Younas	12455
Donghoon Kang	13428
Amir Ganjavi	2222
Taewoo Han	17407
Ben Blamey	17245
Deukhyeon Kim	19543
Adil I. Erzin	14078
Nyoman Juniarta	15842
Yun Yang	7012
Marek R. Ogiela	5877
Yangjie Sun	3526
Hidenori Uzuka	3899
Mahdi Nabiyouni	12823
Xiuxiu Xi	4104
Sungrae Cho	19841
Rashmikiran Pandey	8101
Miguel Ángel Rodriguez Vidal	13071
Yary Volpe	18190
Ziyang Meng	15432
Alfonso Bahillo	19073
Daniel Huber	13403
Ya-Ting Lee	6491
Shigenori Sano	9343
Masashi Ieda	16019
Yuedong Kong	1570
Salvatore Livatino	2472
Cuiping Yu	10693
Sunghwan Rim	6017
Jin Zhang	2023
Cristina Figueroa-Domecq	8016
Keehong Seo	14115
John Edward Fletcher	15541
Hongyu Li	5141
Atefeh Armand	6232
Dimitry Van der Zande	1466
Bulent Sarlioglu	11655
Xize Liu	6001
Leonardy Setyawan	13789
Yong He	16056
Stéphanie Leparmentier	19811
Tânia Lopes-Costa	18024
He Guo	16411
Chao Ai	6877
Sung Yi	17917
Stephen C. Adams	9192
Hamidreza Ghorbani	19381
P. Ravi Selvaganapathy	4167
Tony C. Pan	15431
Mounir Zarai	16886
Pascal Chausse	9632
Mihai Teodor Lazarescu	13433
Tobias Friedrich 0001	14481
Byung-Kwon Lee	15017
Yongzhi Yang	8865
Shayan Amani	8255
Li-Minn Ang	13501
Ashray A. Doshi	19536
